source_id,ra,dec,ra_error,dec_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_g_n_obs,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_n_obs,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_excess_noise,astrometric_excess_noise_sig,duplicated_source,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_variable_flag,pixel
3958101122505252480,194.06665491875492,24.63352030645052,0.51668286,0.33885863,20.11662,194.5803,291,20.593501999999997,12.463999000000001,31,19.625648,11.980559,28,247,243,0.089972235,0.0048019183,False,2016.0,-0.01956270015471967,0.561565,-0.1857701033512769,0.74287057,-2.0909672671453,0.6447510999999999,NOT_AVAILABLE,3461
3958101229880803712,194.06623796677133,24.65874062622764,0.058111455,0.043547194000000004,16.819508,1582.2349,340,17.133736,121.24246000000001,37,16.363508,198.37215,35,292,289,0.0,0.0,False,2016.0,0.2639872601416787,0.07023458,1.3143491834374337,0.078294516,-7.6479741413344575,0.07679912400000001,NOT_AVAILABLE,3461
3958101259944206464,194.0825132687295,24.65010623912689,1.2686938,0.6989788,20.659817,93.53591,156,21.203976,6.538798,14,20.294909,5.153586,13,122,122,0.0,0.0,False,2016.0,1.2654405398825548,1.3272097,0.4499742152915853,2.164212,-1.1554372691149395,2.3506273999999996,NOT_AVAILABLE,3461
3958101259944213888,194.08537358059203,24.658472318038076,0.36095554,0.25492173,19.596882,258.13876,302,21.312695,6.028593,28,18.283873,47.01644,33,279,277,0.79466265,0.82315785,False,2016.0,4.091201828552125,0.42369097,30.42560741326829,0.50668406,-23.24414641775593,0.47244933,NOT_AVAILABLE,3461
3958101332960018944,194.07261039903432,24.672436813910927,0.041124374,0.030505652,16.033070000000002,2229.7778,322,16.417448,345.291,38,15.482373,363.43847999999997,37,274,274,0.0,0.0,False,2016.0,0.7820340400412534,0.047228128,-19.773192153690765,0.055963572,-8.287578477501771,0.05213293,NOT_AVAILABLE,3461
3958101466102637056,194.03553285893608,24.66341024859136,0.12612154,0.09789419,18.151445000000002,732.7488,324,18.401495,57.341784999999994,39,17.705484,68.51363,38,274,270,0.0,0.0,False,2016.0,0.2008284138032133,0.15684220000000001,-1.554842541443204,0.1735826,-12.654187387992787,0.18387388,NOT_AVAILABLE,3461
3958101569181852672,194.06970710671055,24.68691607779991,0.7395888,0.4302705,20.385324,165.12231,264,21.380987,5.530226,21,19.45017,18.98787,28,237,236,0.0,0.0,False,2016.0,0.9094130540793584,0.74586684,-21.616157627466677,1.1071707,-4.637611085431925,0.8551705,NOT_AVAILABLE,3461
3958101573477469056,194.072582163503,24.687621543723555,1.3363426,0.68171144,20.679544,102.55224,170,21.081291,5.7221136,16,19.746686999999998,9.899235000000001,17,156,156,2.453159,1.2202911,False,2016.0,-0.3957357765440368,1.4487901,0.4763031778302531,1.9098414000000001,-14.968937147699823,1.7584564999999999,NOT_AVAILABLE,3461
3958101672261338496,194.1119440206386,24.6792560073978,0.21730609,0.13840169,18.80013,453.9492,286,19.251888,33.431713,33,18.184618,29.490852,32,241,241,0.0,0.0,False,2016.0,0.34626508139605705,0.23065965,-10.424679307361844,0.30823502,-3.5600020724446138,0.26122629999999997,NOT_AVAILABLE,3461
3958101706621076992,194.12213563154742,24.683562854870363,0.30666992,0.18729264,19.315144,334.51099999999997,306,19.532989999999998,23.666624,33,19.0748,15.18474,31,251,249,0.0,0.0,False,2016.0,-0.12871121975126568,0.31484073,-4.351840016049258,0.43346736,-2.1312998814899267,0.36258215,NOT_AVAILABLE,3461
3958101710917141120,194.11762680825512,24.692230434445328,0.022420717000000003,0.017690176000000002,14.8542795,3167.4517,322,15.589953,423.11395,38,14.025499,860.4104,37,272,271,0.0,1.2322374e-15,False,2016.0,3.2220530203041715,0.027876375,4.093151763894772,0.030459402000000007,-38.024502360895035,0.030557297,NOT_AVAILABLE,3461
3958101740980815488,194.08936275599564,24.68974249057301,0.6184069000000001,0.40845856,20.354986,162.28426000000005,289,21.207447,6.2233410000000005,21,19.476886999999998,15.993967999999999,29,260,257,0.5276784999999999,0.12487175,False,2016.0,0.9538468363182012,0.7084768,-10.729354294913644,0.87504035,2.136786940641729,0.8045685,NOT_AVAILABLE,3461
3958101745276190848,194.09373856669586,24.684583637421433,2.1357663,0.7383552,20.718843,81.27857,152,21.15822,6.4257455000000006,14,19.875736,5.6969666,14,129,128,0.0,0.0,False,2016.0,,,,,,,NOT_AVAILABLE,3461
3958101813995775488,194.127349729598,24.701649570103985,0.81872374,0.6209371,20.596745000000002,112.994576,203,21.04178,9.452950999999999,18,19.22005,16.286182,21,181,181,1.9414403000000002,1.0237030999999999,False,2016.0,1.7113664003210058,1.0709758,-14.524193339678185,1.1682177,3.1804130906333894,1.368024,NOT_AVAILABLE,3461
3958101878421473664,194.10984287679364,24.705509739326054,1.0198071,0.68923527,20.731627,106.03018999999999,193,20.656073000000006,3.3534059999999997,11,19.60804,11.399776,18,183,183,1.3373496999999999,0.41002634,False,2016.0,-2.083058008887935,1.3452024,-2.216937490927473,1.2824758,-16.932799519783426,1.3761796999999998,NOT_AVAILABLE,3461
3958102050218461056,194.0862989769045,24.715966898261858,0.08400787400000001,0.06119549,17.38339,1161.1261,343,18.104322,62.269905,37,16.536419,172.6525,38,281,280,0.0,0.0,False,2016.0,0.8231168154730872,0.10328282,5.647834250652612,0.10907953,-4.661108855837278,0.11178525,NOT_AVAILABLE,3461
3958102256376631168,194.02463608417983,24.68929292505825,2.0058968,1.5353642,20.788383,72.2314,131,20.85931,5.0629106,12,20.206697,7.3813210000000025,12,113,113,0.0,0.0,False,2016.0,,,,,,,NOT_AVAILABLE,3461
3958102393815574272,194.04311215577496,24.706398852457752,0.5825840999999999,0.41406170000000003,20.23594,179.5649,274,20.522192,7.966241,29,19.861723,13.831204999999999,28,246,244,1.6758231,1.6169246000000002,False,2016.0,0.18467430277067465,0.6838165,-0.8211109592986103,0.82434905,-4.5655307782220325,0.81628144,NOT_AVAILABLE,3461
3958102398111923200,194.0531811900053,24.708206834376675,0.067715585,0.052970115,17.100008,1388.8641,341,18.073837,58.91197,38,16.141685,198.8954,34,289,288,0.0,0.0,False,2016.0,1.7013854865600142,0.08230706,-12.393036578369086,0.09090371,0.4118561093243781,0.09111132,NOT_AVAILABLE,3461
3958102398112217856,194.0484397516924,24.702899898603807,6.3697104000000015,2.687398,21.087934,60.890648,197,19.888310999999998,10.976486,21,18.29492,30.746091999999997,20,175,170,23.393542999999998,35.673386,False,2016.0,,,,,,,NOT_AVAILABLE,3461
3958102496894795392,194.00236832673764,24.69275069584025,0.8286053,0.48786446,20.423407,146.42729,231,21.382538,7.724728,13,19.234282,19.395960000000002,21,204,204,0.0,1.4282445999999999e-15,False,2016.0,-0.035014145440163236,0.9147379999999999,-11.67988518847615,1.2423102,-1.4019876411947227,1.2662296,NOT_AVAILABLE,3461
3958102634333749120,194.019572317649,24.722596642719413,0.7172879,0.45111769999999995,20.434179999999998,141.12218000000001,244,20.901041,6.2053967000000005,24,19.631578,13.333175,27,229,228,0.25164765,0.022901934,False,2016.0,1.3849064338373378,0.80264163,-2.5220632709516297,0.9656174000000001,-11.520571135032418,0.95252293,NOT_AVAILABLE,3461
