source_id,ra,dec,ra_error,dec_error,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_g_n_obs,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_n_obs,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_excess_noise,astrometric_excess_noise_sig,duplicated_source,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_variable_flag,pixel
3962463400529369216,189.09349322825463,27.9082577652488,0.11419359,0.08176498,18.226694,785.914,406,19.726757,20.389761,45,17.057154,118.13169,43,386,384,0.24921541,0.6586024,False,2016.0,2.891279345624162,0.14192796,-59.140988269812276,0.13893779,-0.9644710497991124,0.13837373,NOT_AVAILABLE,3203
4010455506828673280,188.449876850961,27.30619403857968,4.7947426,3.4505055,21.10737,40.970383,66,20.76837,5.0374765,4,20.811495,2.8721309,4,67,67,2.167238,0.30006120000000003,False,2016.0,,,,,,,NOT_AVAILABLE,3203
4010455609908054784,188.4617476430819,27.303029210443874,1.2002118,0.6506659,20.778954,108.204765,180,21.429049,6.675825,18,20.172026,8.196003,15,173,172,2.326711,1.3340136,False,2016.0,-0.6530319928620849,1.3934935,-4.870013699580412,1.9452997,-4.684938839405934,1.6591866999999998,NOT_AVAILABLE,3203
4010455816067289216,188.4077634039408,27.3197209624817,4.329751,2.4956963,21.33195,70.7078,210,20.359201,11.803133,21,18.750908,16.298937,23,206,205,23.820223,32.263203000000004,False,2016.0,,,,,,,NOT_AVAILABLE,3203
4010455880493267456,188.43684860735686,27.32730990307478,1.2285889,0.726738,20.779367,115.83254,207,21.408255,7.1288033,15,19.532991,18.043915,25,205,203,3.2880096,2.3859777,False,2016.0,2.796951885817684,1.9267143,-6.72116737209879,2.3590026,-29.458922386575807,1.9722065,NOT_AVAILABLE,3203
4010455914850185472,188.4449090198809,27.34659720309885,0.16712177,0.08662944,18.671759,681.2806,462,19.603481,24.568396,52,17.768078,66.23548000000001,53,419,416,0.09159793,0.054107133,False,2016.0,1.0893919664252047,0.17809129999999998,-10.505745880171387,0.20377396,-17.264941250784247,0.15938662,NOT_AVAILABLE,3203
4010455949209923712,188.42630732689383,27.34348039260076,0.24864268,0.13180055,19.173574,457.6343700000001,420,20.42203,12.475845,43,18.023073,63.745476,44,374,374,0.6793698,1.480643,False,2016.0,1.9781161093314985,0.26957408,-5.036029503763976,0.308506,2.58407376162396,0.26224062,NOT_AVAILABLE,3203
4010455953505632000,188.4196172114656,27.341558847782675,0.014965454,0.0087225735,13.942323000000002,4701.187,444,14.297373,1301.1593,52,13.423169,1735.1791,51,411,411,0.0,0.0,False,2016.0,1.5466365344358701,0.017153896000000002,-25.61238154546939,0.01880692,-16.346688833237483,0.015712933999999998,NOT_AVAILABLE,3203
4010456022225226496,188.4797336580333,27.33808654680494,5.7512254999999985,10.67267,21.237532,46.907276,62,21.474623,5.993386,4,20.292463,2.0930896,4,62,62,0.0,0.0,False,2016.0,,,,,,,NOT_AVAILABLE,3203
4010456052292620416,188.4983369062029,27.34303165176357,0.32698163,0.17556,19.776049,343.61493,505,20.950575,8.231149,49,18.761143,37.77153,53,458,457,0.0,0.0,True,2016.0,1.9132566528435129,0.3802223,-23.324017170962854,0.47496855,-15.083229793863179,0.33203942,NOT_AVAILABLE,3203
4010456086648940672,188.4745368775461,27.34860477694448,0.6044404999999999,0.27737004,20.222696,224.8909,434,21.231886,7.7429929999999985,26,18.879545,29.72495,45,396,396,1.9169717,2.859,False,2016.0,2.91205530874016,0.6289988000000001,6.944333256043875,1.028695,1.8898719647766904,0.68696,NOT_AVAILABLE,3203
4010456121008616448,188.4790305629849,27.358198104582115,0.09795792,0.052229516,17.80707,1032.5682,492,19.62328,28.255640000000003,55,16.530275,239.84033,54,445,443,0.0,0.0,False,2016.0,5.796254540194518,0.11714405,-56.07079981310192,0.12636602,47.3140460489044,0.10888269,NOT_AVAILABLE,3203
4010456159664655616,188.50152874182342,27.36045210978799,2.3732047,0.7923001000000001,20.484869,140.55178999999998,392,19.41106,27.48162,44,17.96564,47.61542,44,359,355,8.580473,70.11238,False,2016.0,,,,,,,NOT_AVAILABLE,3203
4010456194023166080,188.5231538587629,27.363695429469704,3.7745411,1.2400306,20.944767,113.99455,342,19.880527,13.6873865,35,18.289015,47.85794,37,326,318,13.080571,26.204082,True,2016.0,,,,,,,NOT_AVAILABLE,3203
4010456228382862592,188.4910317921886,27.37236123612864,4.8923809999999985,1.7368723,20.864582,102.19958,383,19.427935,25.018007,41,17.642101,84.28668,41,352,342,21.71234,82.06822,True,2016.0,,,,,,,NOT_AVAILABLE,3203
4010456331462814336,188.4706338695252,27.367584874019407,13.199309,3.8904703,21.692179,46.46332,120,20.663942,12.057853,14,19.764214000000006,23.016397,15,119,119,27.090826,27.69091,False,2016.0,,,,,,,NOT_AVAILABLE,3203
